id,chassis_id,name,slug,sizes,dimension,mass,cargo_capacity,crew,speed,foci,production_status,production_note,type,description,size,manufacturer_suggested_retail_price,pledge_url,skus,loaner,link,updated_at,crew_min,crew_max,crew_range,can_carry_cargo,manufacturer_code,manufacturer_name
173,70,Arrow,arrow,"{'length': 16, 'beam': 12, 'height': 4}","{'length': 16, 'width': 12, 'height': 4}",30752.0,0.0,"{'min': None, 'max': 1}",232.0,Light Fighter,flight-ready,None,combat,"Meet Anvil's ‘light fighter of the future’. Featuring an ultra-aerodynamic frame, slight profile, and the most advanced manoeuvring thruster tech available, it’s the most agile ship in its class. It can also hold its own in a knock-down-drag-out thanks to a generous standard weapons package that includes quad missile racks and a full complement of countermeasures. The Arrow is designed specifically to leave would-be interlopers thoroughly bewildered. After all, how can they kill what they can't catch?",small,75.0,https://robertsspaceindustries.com/pledge/ships/anvil-arrow/Arrow,"[{'title': 'Standard Edition', 'price': 75, 'available': True, 'imported_at': '2024-01-07T13:54:04.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 75, 'available': True, 'imported_at': '2024-02-07T00:00:14.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 75, 'available': True, 'imported_at': '2024-02-07T00:00:14.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/arrow,2026-04-21 20:52:54+00:00,,1,,False,ANVL,Anvil Aerospace
147,56,X1 Force,x1-force,"{'length': 5.5, 'beam': 1.3, 'height': 1.5}","{'length': 5.5, 'width': 1.3, 'height': 1.5}",4730.0,0.0,"{'min': 1, 'max': 1}",207.0,Combat,flight-ready,None,exploration,"Travel in confidence with the X1 Force. Featuring additional defensive capabilities, this open-canopy vehicle from Origin Jumpworks is equally suited to ground-based exploration, reconnaissance expeditions, and security operations.",snub,55.0,https://robertsspaceindustries.com/pledge/ships/x1/X1-Force,"[{'title': 'Standard Edition', 'price': 55, 'available': True, 'imported_at': '2024-01-07T13:54:04.000000Z'}, {'title': 'Standard Edition', 'price': 50, 'available': True, 'imported_at': '2024-01-10T00:00:59.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/x1-force,2025-12-04 17:35:55+00:00,1.0,1,0.0,False,ORIG,Origin Jumpworks
174,71,San'tok.yāi,santokyai,"{'length': 24, 'beam': 23, 'height': 9}","{'length': 24, 'width': 23, 'height': 9}",88524.0,0.0,"{'min': 1, 'max': 1}",227.0,Medium Fighter,flight-ready,None,combat,Meet the next evolution of Xi'an tech and design innovation. The San’tok.yāi is a fighter that literally flies circles around the competition.,medium,240.0,https://robertsspaceindustries.com/pledge/ships/aopoa-santokyai/Santoky-i,"[{'title': 'Warbond Edition', 'price': 220, 'available': True, 'imported_at': '2024-01-07T13:54:04.000000Z'}, {'title': 'Standard Edition', 'price': 240, 'available': True, 'imported_at': '2024-01-07T13:54:04.000000Z'}, {'title': 'Warbond Edition', 'price': 205, 'available': True, 'imported_at': '2024-01-10T00:00:59.000000Z'}, {'title': 'Standard Edition', 'price': 220, 'available': True, 'imported_at': '2024-01-10T00:00:59.000000Z'}]",Khartu-Al,https://api.star-citizen.wiki/api/shipmatrix/vehicles/santokyai,2025-12-03 22:40:56+00:00,1.0,1,0.0,False,XNAA,Aopoa
196,26,Reclaimer Best In Show Edition 2949,reclaimer-best-in-show-edition-2949,"{'length': 155, 'beam': 118, 'height': 50}","{'length': 155, 'width': 118, 'height': 50}",9500158.0,420.0,"{'min': 4, 'max': 5}",110.0,Heavy Salvage,flight-ready,None,industrial,"The Aegis Reclaimer is an industrial salvage ship. Equipped with a reinforced cargo bay, a long-range jump drive and launch pods for unmanned drones, the Reclaimer is an ideal ship for taking advantage of deep space wrecks. Tractor beams, floodlights, scanner options and docking ports round out the tools on this capable, utilitarian spacecraft.

The listed Cargo Capacity is only for the dedicated Cargo Room and does not account for the salvaged material capacity which will be detailed later.",large,400.0,https://robertsspaceindustries.com/pledge/ships/reclaimer/Reclaimer-Best-In-Show-Edition-2949,"[{'title': 'Aegis Reclaimer Best in Show Edition Upgrade ', 'price': 400, 'available': True, 'imported_at': '2025-07-12T00:00:49.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/reclaimer-best-in-show-edition-2949,2026-03-25 23:00:38+00:00,4.0,5,1.0,True,AEGS,Aegis Dynamics
201,80,MOLE,mole,"{'length': 45, 'beam': 25, 'height': 15}","{'length': 45, 'width': 25, 'height': 15}",869686.0,96.0,"{'min': 1, 'max': 4}",140.0,Mining,flight-ready,None,industrial,"ARGO’s pragmatic no-nonsense approach to ship design is celebrated in the unmistakable silhouette of the MOLE. Just one look at this machine and you know it means business. Tap into your full potential with the combined force of ARGO’s patented trilateral mining system. The MOLE has a total of 24 mineral pods, each holding 12 SCU. Eight pods are usable at one time – when they’re full, either head home or jettison them for collection by another vessel and carry on mining. Three independently controlled articulated extraction stations allow for maximum power and near-limitless versatility. The MOLE lives by the adage ’many hands make for light work’.",medium,315.0,https://robertsspaceindustries.com/pledge/ships/argo-mole/MOLE,"[{'title': 'Standard Edition', 'price': 315, 'available': True, 'imported_at': '2024-01-07T13:54:05.000000Z'}, {'title': 'Warbond Edition', 'price': 295, 'available': True, 'imported_at': '2024-01-10T00:00:59.000000Z'}, {'title': 'Warbond Edition', 'price': 295, 'available': True, 'imported_at': '2024-02-09T00:00:14.000000Z'}, {'title': 'Warbond Edition', 'price': 290, 'available': True, 'imported_at': '2025-03-28T00:01:15.000000Z'}, {'title': 'Warbond Edition', 'price': 290, 'available': True, 'imported_at': '2025-12-02T00:00:35.000000Z'}]",Prospector,https://api.star-citizen.wiki/api/shipmatrix/vehicles/mole,2026-03-25 23:08:11+00:00,1.0,4,3.0,True,ARGO,Argo Astronautics
195,59,Hammerhead Best In Show Edition 2949,hammerhead-best-in-show-edition-2949,"{'length': 115, 'beam': 75, 'height': 16}","{'length': 115, 'width': 75, 'height': 16}",4260000.0,40.0,"{'min': 3, 'max': 9}",160.0,Heavy Gun Ship,flight-ready,None,combat,"A fast patrol ship with multiple turrets designed to combat fighters, the Hammerhead is equally suited to support larger capital ships in a fleet or act as a flagship for fighter groups.",large,725.0,https://robertsspaceindustries.com/pledge/ships/hammerhead/Hammerhead-Best-In-Show-Edition-2949,[],,https://api.star-citizen.wiki/api/shipmatrix/vehicles/hammerhead-best-in-show-edition-2949,2025-12-03 22:43:00+00:00,3.0,9,6.0,True,AEGS,Aegis Dynamics
202,80,Argo Mole Carbon Edition,argo-mole-carbon-edition,"{'length': 45, 'beam': 25, 'height': 8}","{'length': 45, 'width': 25, 'height': 8}",869686.0,96.0,"{'min': 1, 'max': 4}",140.0,Mining,flight-ready,None,industrial,"ARGO’s pragmatic no-nonsense approach to ship design is celebrated in the unmistakable silhouette of the MOLE. Just one look at this machine and you know it means business. Tap into your full potential with the combined force of ARGO’s patented trilateral mining system. The MOLE has a total of 24 mineral pods, each holding 12 SCU. Eight pods are usable at one time – when they’re full, either head home or jettison them for collection by another vessel and carry on mining. Three independently controlled articulated extraction stations allow for maximum power and near-limitless versatility. The MOLE lives by the adage ’many hands make for light work’.",medium,315.0,https://robertsspaceindustries.com/pledge/ships/argo-mole/Argo-Mole-Carbon-Edition,[],,https://api.star-citizen.wiki/api/shipmatrix/vehicles/argo-mole-carbon-edition,2025-12-03 22:40:38+00:00,1.0,4,3.0,True,ARGO,Argo Astronautics
203,80,Argo Mole Talus Edition,argo-mole-talus-edition,"{'length': 45, 'beam': 25, 'height': 8}","{'length': 45, 'width': 25, 'height': 8}",869686.0,96.0,"{'min': 1, 'max': 4}",140.0,Mining,flight-ready,None,industrial,"ARGO’s pragmatic no-nonsense approach to ship design is celebrated in the unmistakable silhouette of the MOLE. Just one look at this machine and you know it means business. Tap into your full potential with the combined force of ARGO’s patented trilateral mining system. The MOLE has a total of 24 mineral pods, each holding 12 SCU. Eight pods are usable at one time – when they’re full, either head home or jettison them for collection by another vessel and carry on mining. Three independently controlled articulated extraction stations allow for maximum power and near-limitless versatility. The MOLE lives by the adage ’many hands make for light work’.",medium,315.0,https://robertsspaceindustries.com/pledge/ships/argo-mole/Argo-Mole-Talus-Edition,[],,https://api.star-citizen.wiki/api/shipmatrix/vehicles/argo-mole-talus-edition,2025-12-03 22:40:37+00:00,1.0,4,3.0,True,ARGO,Argo Astronautics
206,22,Carrack Expedition,carrack-expedition,"{'length': 126.5, 'beam': 76.5, 'height': 30}","{'length': 126.5, 'width': 76.5, 'height': 30}",4397858.0,456.0,"{'min': 4, 'max': 6}",140.0,Expedition,flight-ready,None,exploration,"The Anvil Carrack features reinforced fuel tanks for long-duration flight, an advanced jump drive, and a dedicated computer core for jump charting operations. Originally a military exclusive, the Carrack is now available for civilian use. On-board accommodations include crew medical and repair facilities, and a mapping-oriented sensor suite.",large,625.0,https://robertsspaceindustries.com/pledge/ships/carrack/Carrack-Expedition,[],,https://api.star-citizen.wiki/api/shipmatrix/vehicles/carrack-expedition,2025-12-03 22:42:19+00:00,4.0,6,2.0,True,ANVL,Anvil Aerospace
212,82,Talon Shrike,talon-shrike,"{'length': 26, 'beam': 23.5, 'height': 8.6}","{'length': 26, 'width': 23.5, 'height': 8.6}",51352.0,0.0,"{'min': 1, 'max': 1}",225.0,Light Fighter,flight-ready,None,combat,"This ship is a recreation of the Tevarin Talon by Esperia. The Talon is the Tevarin equivalent to the Aegis Gladius or Vanduul Blade; a single-seat combat ship. The Talon is the perfect example of the Tevarin way of building a spaceship: maneuverable with powerful, directional 'Phalanx' shields but weak physical armour, as the Tevarin way of war was to strike first and strike hard, before using their Phalanx shields to cover their escape.",small,115.0,https://robertsspaceindustries.com/pledge/ships/talon/Talon-Shrike,"[{'title': 'Standard Edition', 'price': 115, 'available': True, 'imported_at': '2024-02-25T00:00:55.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/talon-shrike,2025-12-03 22:38:17+00:00,1.0,1,0.0,False,ESPR,Esperia
225,94,Spartan,spartan,"{'length': 17, 'beam': 7, 'height': 5.5}","{'length': 17, 'width': 7, 'height': 5.5}",136016.0,0.0,"{'min': 1, 'max': 1}",35.0,Transport,flight-ready,None,ground,"Built on Anvil’s robust Atlas Platform, the same chassis used for their devastating Ballista air defense system, the Spartan takes armored personal transport to the next level. A fully armored hold outfitted with eight comfortable jump seats is the perfect way to get your squad onto any battlefield. The Spartan’s low profile keeps it safe from anti-aircraft weaponry, and a remote gatling turret helps clear the area for easier deployment.",vehicle,80.0,https://robertsspaceindustries.com/pledge/ships/spartan/Spartan,"[{'title': 'Warbond Edition', 'price': 65, 'available': True, 'imported_at': '2024-01-07T13:54:05.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 80, 'available': True, 'imported_at': '2024-01-10T00:01:00.000000Z'}, {'title': 'Standard Edition', 'price': 80, 'available': True, 'imported_at': '2024-01-26T00:00:41.000000Z'}, {'title': 'Warbond Edition', 'price': 75, 'available': True, 'imported_at': '2024-12-05T00:01:47.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/spartan,2026-04-21 20:52:49+00:00,1.0,1,0.0,False,ANVL,Anvil Aerospace
233,99,Centurion,centurion,"{'length': 17, 'beam': 7, 'height': 5.5}","{'length': 17, 'width': 7, 'height': 5.5}",134016.0,0.0,"{'min': 1, 'max': 2}",35.0,Combat,flight-ready,None,ground,"Built on Anvil’s popular Atlas Platform, the Centurion presents a tactical solution for short-range anti-aircraft operations. Dominate any combat zone by assuring immediate threats from above are dealt with quickly and efficiently, thanks to the Centurion’s custom energy-based AA turret.",vehicle,110.0,https://robertsspaceindustries.com/pledge/ships/centurion/Centurion,"[{'title': 'Standard Edition', 'price': 110, 'available': True, 'imported_at': '2024-01-07T13:54:06.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/centurion,2026-04-21 20:52:46+00:00,1.0,2,1.0,False,ANVL,Anvil Aerospace
266,102,Cutter Rambler,cutter-rambler,"{'length': 20, 'beam': 13, 'height': 6}","{'length': 20, 'width': 13, 'height': 6}",86877.0,2.0,"{'min': 1, 'max': 1}",180.0,Starter,flight-ready,None,exploration,"The pilot-favorite Cutter chassis outfitted for long hauls and extended engagements. Go ahead, take the scenic route.",small,50.0,https://robertsspaceindustries.com/pledge/ships/cutter/Cutter-Rambler,"[{'title': 'Standard Edition', 'price': 50, 'available': True, 'imported_at': '2024-01-07T13:54:06.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 50, 'available': True, 'imported_at': '2024-10-02T00:00:45.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/cutter-rambler,2026-04-21 19:51:45+00:00,1.0,1,0.0,True,DRAK,Drake Interplanetary
264,105,Storm AA,storm-aa,"{'length': 10.5, 'beam': 7.5, 'height': 3.6}","{'length': 10.5, 'width': 7.5, 'height': 3.6}",92270.0,0.0,"{'min': 1, 'max': 1}",,Combat Support,flight-ready,None,ground,"Blitz overcrowded battlefields, take out threats from the air, and turn the tide of any conflict.",vehicle,100.0,https://robertsspaceindustries.com/pledge/ships/storm/Storm-AA,"[{'title': 'Standard Edition', 'price': 100, 'available': True, 'imported_at': '2024-01-07T13:54:06.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 100, 'available': True, 'imported_at': '2025-03-05T00:01:16.000000Z'}, {'title': 'Warbond Edition', 'price': 95, 'available': True, 'imported_at': '2025-05-23T00:01:40.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/storm-aa,2026-04-21 20:05:43+00:00,1.0,1,0.0,False,TMBL,Tumbril
240,101,STV,stv,"{'length': 4.2, 'beam': 2.8, 'height': 2}","{'length': 4.2, 'width': 2.8, 'height': 2}",22070.0,1.0,"{'min': 1, 'max': 2}",,Transport,flight-ready,None,ground,Get ready to have some serious fun on the job with the STV from Greycat. This Sport Terrain Vehicle was built by pros for pros and features blazing speed and convenient built-in storage.,vehicle,40.0,https://robertsspaceindustries.com/pledge/ships/stv/STV,"[{'title': 'Standard Edition', 'price': 40, 'available': True, 'imported_at': '2024-01-07T13:54:06.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/stv,2025-12-04 17:05:16+00:00,1.0,2,1.0,True,GRIN,Greycat Industrial
251,106,Zeus Mk II ES,zeus-mk-ii-es,"{'length': 45.7, 'beam': 34.3, 'height': 7}","{'length': 45.7, 'width': 34.3, 'height': 7}",295000.0,32.0,"{'min': 1, 'max': 3}",205.0,Expedition,flight-ready,None,exploration,"Ready to ferry a whole new generation of travelers across the universe, the Zeus Mk II pays homage to the classic ship that launched Humanity to the stars in 2140. With a focus on exploration, the Zeus Mk II ES features a robust radar package for making new discoveries along with enhanced weaponry and shielding.",medium,175.0,https://robertsspaceindustries.com/pledge/ships/zeus-mk-ii/Zeus-Mk-II-ES,"[{'title': 'Standard Upgrade', 'price': 150, 'available': True, 'imported_at': '2024-01-19T00:00:38.000000Z'}, {'title': 'Warbond Edition', 'price': 160, 'available': True, 'imported_at': '2024-10-19T00:01:22.000000Z'}, {'title': 'Standard Edition', 'price': 175, 'available': True, 'imported_at': '2024-10-19T00:01:22.000000Z'}, {'title': 'Imperator Subscribers Warbond Edition', 'price': 160, 'available': True, 'imported_at': '2025-02-07T00:01:23.000000Z'}, {'title': 'Centurion Subscribers Warbond Edition', 'price': 160, 'available': True, 'imported_at': '2025-02-07T00:01:23.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 175, 'available': True, 'imported_at': '2025-02-07T00:01:23.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 175, 'available': True, 'imported_at': '2025-02-07T00:01:23.000000Z'}, {'title': 'Warbond Edition', 'price': 165, 'available': True, 'imported_at': '2025-11-30T00:01:06.000000Z'}, {'title': 'Standard Edition', 'price': 175, 'available': True, 'imported_at': '2025-11-30T00:01:06.000000Z'}]",C1 Spirit,https://api.star-citizen.wiki/api/shipmatrix/vehicles/zeus-mk-ii-es,2026-01-12 16:19:41+00:00,1.0,3,2.0,True,RSI,Roberts Space Industries
286,120,Guardian,guardian,"{'length': 25, 'beam': 16.5, 'height': 9}","{'length': 25, 'width': 16.5, 'height': 9}",117500.0,0.0,"{'min': 1, 'max': 1}",213.0,Heavy Fighter,flight-ready,None,combat,"Single-operator, long-range heavy fighter with a focus on raw firepower and precision.",small,250.0,https://robertsspaceindustries.com/pledge/ships/guardian/Guardian,"[{'title': 'Warbond Edition', 'price': 230, 'available': True, 'imported_at': '2025-02-07T00:01:24.000000Z'}, {'title': 'Standard Edition', 'price': 250, 'available': True, 'imported_at': '2025-05-20T00:01:30.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 250, 'available': True, 'imported_at': '2025-11-05T00:00:58.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/guardian,2026-04-21 19:58:08+00:00,1.0,1,0.0,False,MRAI,Mirai
304,128,Shiv,shiv,"{'length': 36, 'beam': 28, 'height': 14}","{'length': 36, 'width': 28, 'height': 14}",219400.0,32.0,"{'min': 1, 'max': 2}",219.0,Heavy Fighter,flight-ready,None,combat,"Don't ask how we got it, don't ask where it came from, just ask, ""Do you want it?""",small,150.0,https://robertsspaceindustries.com/pledge/ships/shiv/Shiv,"[{'title': 'Warbond Edition', 'price': 135, 'available': True, 'imported_at': '2025-10-13T00:00:40.000000Z'}, {'title': 'Standard Edition', 'price': 150, 'available': True, 'imported_at': '2025-10-13T00:00:40.000000Z'}, {'title': 'Warbond Edition', 'price': 135, 'available': True, 'imported_at': '2026-01-23T00:00:19.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/shiv,2026-04-21 19:52:28+00:00,1.0,2,1.0,True,GREY,Grey's Market
267,35,Sabre Firebird,sabre-firebird,"{'length': 26, 'beam': 30, 'height': 3.8}","{'length': 26, 'width': 30, 'height': 3.8}",75593.0,0.0,"{'min': 1, 'max': 1}",240.0,Medium Fighter,flight-ready,None,combat,"A high-speed fighter specializing in rapid barrages from its bespoke missile array. Built to destroy threats before they can react, it’s equally at home heading out on long-range missions or scrambling to protect your base of operations. ",medium,185.0,https://robertsspaceindustries.com/pledge/ships/sabre/Sabre-Firebird,"[{'title': 'Warbond Upgrade', 'price': 170, 'available': True, 'imported_at': '2024-05-23T00:00:36.000000Z'}, {'title': 'Standard Edition', 'price': 185, 'available': True, 'imported_at': '2024-05-23T00:00:36.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 185, 'available': True, 'imported_at': '2026-01-07T00:01:36.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/sabre-firebird,2026-04-21 20:03:25+00:00,1.0,1,0.0,False,AEGS,Aegis Dynamics
284,111,F7C-R Hornet Tracker Mk II,f7c-r-hornet-tracker-mk-ii,"{'length': 22.5, 'beam': 15, 'height': 5}","{'length': 22.5, 'width': 15, 'height': 5}",73317.0,0.0,"{'min': 1, 'max': 1}",220.0,Pathfinder,flight-ready,None,combat,Formidable fighter with enhanced scanning capabilities.,small,185.0,https://robertsspaceindustries.com/pledge/ships/anvil-hornet-mkii/F7C-R-Hornet-Tracker-Mk-II,"[{'title': 'Warbond Edition', 'price': 165, 'available': True, 'imported_at': '2024-12-02T00:01:44.000000Z'}, {'title': 'Standard Edition', 'price': 185, 'available': True, 'imported_at': '2024-12-02T00:01:44.000000Z'}, {'title': 'Warbond Edition', 'price': 165, 'available': True, 'imported_at': '2024-12-06T00:01:39.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/f7c-r-hornet-tracker-mk-ii,2026-04-21 20:52:39+00:00,1.0,1,0.0,False,ANVL,Anvil Aerospace
285,111,F7C-S Hornet Ghost Mk II,f7c-s-hornet-ghost-mk-ii,"{'length': 22.5, 'beam': 15, 'height': 5}","{'length': 22.5, 'width': 15, 'height': 5}",73317.0,0.0,"{'min': 1, 'max': 1}",220.0,Stealth Fighter,flight-ready,None,combat,Low-signature fighter built for scouting and ambushing unaware foes.,small,185.0,https://robertsspaceindustries.com/pledge/ships/anvil-hornet-mkii/F7C-S-Hornet-Ghost-Mk-II,"[{'title': 'Warbond Edition', 'price': 165, 'available': True, 'imported_at': '2024-12-02T00:01:44.000000Z'}, {'title': 'Standard Edition', 'price': 185, 'available': True, 'imported_at': '2024-12-02T00:01:45.000000Z'}, {'title': 'Warbond Edition', 'price': 165, 'available': True, 'imported_at': '2024-12-06T00:01:39.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/f7c-s-hornet-ghost-mk-ii,2026-04-21 20:52:38+00:00,1.0,1,0.0,False,ANVL,Anvil Aerospace
287,120,Guardian QI,guardian-qi,"{'length': 25, 'beam': 16.5, 'height': 9}","{'length': 25, 'width': 16.5, 'height': 9}",117500.0,0.0,"{'min': 1, 'max': 1}",210.0,Heavy Fighter,flight-ready,None,combat,Single-operator fighter-interceptor with a focus on raw firepower and precision.,small,260.0,https://robertsspaceindustries.com/pledge/ships/guardian/Guardian-QI,"[{'title': 'Warbond Edition', 'price': 240, 'available': True, 'imported_at': '2025-02-07T00:01:24.000000Z'}, {'title': 'Standard Edition', 'price': 260, 'available': True, 'imported_at': '2025-02-07T00:01:24.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 260, 'available': True, 'imported_at': '2025-11-05T00:00:58.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/guardian-qi,2026-04-30 18:14:24+00:00,1.0,1,0.0,False,MRAI,Mirai
309,122,Golem OX,golem-ox,"{'length': 15.5, 'beam': 10, 'height': 5}","{'length': 15.5, 'width': 10, 'height': 5}",75905.0,64.0,"{'min': 1, 'max': 1}",202.0,Light Freight,flight-ready,None,transport,"A Drake workhorse for the hauling world. With a generous cargo capacity, external storage, and easy off-loading, the OX puts function and performance above all else for solo pilots.",small,90.0,https://robertsspaceindustries.com/pledge/ships/golem/Golem-OX,"[{'title': 'Standard Edition', 'price': 90, 'available': True, 'imported_at': '2025-11-24T00:01:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/golem-ox,2026-04-21 19:51:39+00:00,1.0,1,0.0,True,DRAK,Drake Interplanetary
297,123,MTC,mtc,"{'length': 7, 'beam': 5.5, 'height': 2}","{'length': 7, 'width': 5.5, 'height': 2}",39870.0,0.0,"{'min': 1, 'max': 1}",,Combat,flight-ready,None,ground,"Drive into the fray with Greycat’s tough and reliable MTC - perfect for carrying weapons and armor to battlefields, bunkers, outposts, expedition sites, and more.",vehicle,50.0,https://robertsspaceindustries.com/pledge/ships/mtc/MTC,"[{'title': 'Standard Edition', 'price': 50, 'available': True, 'imported_at': '2025-05-17T00:01:05.000000Z'}]",Aurora Mk I MR,https://api.star-citizen.wiki/api/shipmatrix/vehicles/mtc,2026-04-21 20:00:33+00:00,1.0,1,0.0,False,GRIN,Greycat Industrial
299,124,Asgard,asgard,"{'length': 48.7, 'beam': 34.1, 'height': 15.5}","{'length': 48.7, 'width': 34.1, 'height': 15.5}",647085.0,180.0,"{'min': 1, 'max': 2}",207.0,Dropship,flight-ready,None,combat,"A heavily armored vehicle-dropship equipped for boundless resilience in the hottest combat zones. Power through relentless fire to deliver vital reinforcements, hold the front line, and keep the enemy retreating.",medium,350.0,https://robertsspaceindustries.com/pledge/ships/anvil-asgard/Asgard,"[{'title': 'Warbond Edition', 'price': 325, 'available': True, 'imported_at': '2025-05-25T00:01:37.000000Z'}, {'title': 'Standard Edition', 'price': 350, 'available': True, 'imported_at': '2025-05-25T00:01:37.000000Z'}, {'title': 'Warbond Edition', 'price': 325, 'available': True, 'imported_at': '2025-09-11T00:01:15.000000Z'}, {'title': 'Warbond Edition', 'price': 325, 'available': True, 'imported_at': '2025-11-30T00:01:07.000000Z'}, {'title': 'Standard Edition', 'price': 350, 'available': True, 'imported_at': '2025-11-30T00:01:07.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 350, 'available': True, 'imported_at': '2025-12-03T00:00:38.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/asgard,2026-04-21 20:52:36+00:00,1.0,2,1.0,True,ANVL,Anvil Aerospace
279,116,Starlancer TAC,starlancer-tac,"{'length': 83, 'beam': 52, 'height': 16}","{'length': 83, 'width': 52, 'height': 16}",814270.0,96.0,"{'min': 1, 'max': 8}",115.0,Patrol,flight-ready,None,combat,"Built for deep-space patrol, the TAC takes the robust Starlancer chassis and outfits it for serious offense and defense. Heavy weaponry, a dedicated snub hangar, medbeds, and eight military-spec jump seats mean you’re ready for anything. ",medium,375.0,https://robertsspaceindustries.com/pledge/ships/starlancer/Starlancer-TAC,"[{'title': 'Standard Edition', 'price': 330, 'available': True, 'imported_at': '2024-10-22T00:01:00.000000Z'}, {'title': 'Warbond Edition', 'price': 340, 'available': True, 'imported_at': '2025-05-20T00:01:30.000000Z'}, {'title': 'Standard Edition', 'price': 375, 'available': True, 'imported_at': '2025-05-20T00:01:30.000000Z'}, {'title': 'Warbond Edition', 'price': 340, 'available': True, 'imported_at': '2026-01-23T00:00:18.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 375, 'available': True, 'imported_at': '2026-02-04T00:00:19.000000Z'}]",Starlancer MAX,https://api.star-citizen.wiki/api/shipmatrix/vehicles/starlancer-tac,2026-04-30 18:14:13+00:00,1.0,8,7.0,True,MISC,MISC
