id,chassis_id,name,slug,sizes,dimension,mass,cargo_capacity,crew,speed,foci,production_status,production_note,type,description,size,manufacturer_suggested_retail_price,pledge_url,skus,loaner,link,updated_at,crew_min,crew_max,crew_range,can_carry_cargo,manufacturer_code,manufacturer_name
280,117,Intrepid,intrepid,"{'length': 23.2, 'beam': 20.3, 'height': 6.2}","{'length': 23.2, 'width': 20.3, 'height': 6.2}",77653.0,8.0,"{'min': 1, 'max': 1}",227.0,Light Freight,flight-ready,None,transport,"Versatile starter ship and light hauler built with true Crusader quality.

",small,65.0,https://robertsspaceindustries.com/pledge/ships/intrepid/Intrepid,"[{'title': 'Standard Edition', 'price': 65, 'available': True, 'imported_at': '2024-11-24T00:01:08.000000Z'}, {'title': 'Standard Edition', 'price': 65, 'available': True, 'imported_at': '2025-02-07T00:01:24.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/intrepid,2025-12-03 21:53:36+00:00,1.0,1,0.0,True,CRUS,Crusader Industries
288,121,Fortune,fortune,"{'length': 26, 'beam': 16, 'height': 7}","{'length': 26, 'width': 16, 'height': 7}",116477.0,12.0,"{'min': 1, 'max': 1}",143.0,Salvage,flight-ready,None,industrial,"Get the job done quickly with MISC’s most efficient salvager yet. It’s not a simple job, but the Fortune makes it easier.",small,175.0,https://robertsspaceindustries.com/pledge/ships/fortune/Fortune,"[{'title': 'Warbond Edition', 'price': 160, 'available': True, 'imported_at': '2025-02-07T00:01:24.000000Z'}, {'title': 'Standard Edition', 'price': 175, 'available': True, 'imported_at': '2025-02-07T00:01:24.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/fortune,2025-12-03 22:22:57+00:00,1.0,1,0.0,True,MISC,MISC
296,115,ATLS GEO,atls-geo,"{'length': 1.8, 'beam': 2, 'height': 2.8}","{'length': 1.8, 'width': 2, 'height': 2.8}",2100.0,0.0,"{'min': 1, 'max': 1}",2.0,Industrial,flight-ready,None,ground,"Built on the proven ATLS power suit chassis, the GEO is outfitted with bespoke mining components and a Jump Pack to open up the most inaccessible (and prosperous) corners of the galaxy.",vehicle,45.0,https://robertsspaceindustries.com/pledge/ships/atls/ATLS-GEO,[],,https://api.star-citizen.wiki/api/shipmatrix/vehicles/atls-geo,2025-12-03 21:52:35+00:00,1.0,1,0.0,False,ARGO,Argo Astronautics
7,2,300i,300i,"{'length': 27, 'beam': 17, 'height': 8}","{'length': 27, 'width': 17, 'height': 8}",79677.0,8.0,"{'min': 1, 'max': 1}",260.0,Touring,flight-ready,Rework complete (3.5.0),multi,"If you're going to travel the stars... why not do it in style? The 300i is Origin Jumpworks' premiere luxury spacecraft. It is a sleek, silver killer that sends as much of a message with its silhouette as it does with its weaponry.",small,60.0,https://robertsspaceindustries.com/pledge/ships/origin-300/300i,"[{'title': 'Standard Edition', 'price': 60, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}, {'title': 'Warbond Edition', 'price': 55, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/300i,2025-12-03 22:19:10+00:00,1.0,1,0.0,True,ORIG,Origin Jumpworks
8,2,315p,315p,"{'length': 27, 'beam': 17, 'height': 8}","{'length': 27, 'width': 17, 'height': 8}",80592.0,12.0,"{'min': 1, 'max': 1}",260.0,Pathfinder,flight-ready,None,exploration,"Exploration is man's highest calling. Prepare to chart distant horizons with man's most sophisticated piece of technology, the ORIGIN 315p. Featuring a more robust power plant and a custom scanning package, exclusively designed by Chimera Communications.",small,65.0,https://robertsspaceindustries.com/pledge/ships/origin-300/315p,"[{'title': 'Standard Edition', 'price': 65, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/315p,2025-12-03 22:19:09+00:00,1.0,1,0.0,True,ORIG,Origin Jumpworks
4,1,Aurora Mk I MR,aurora-mk-i-mr,"{'length': 19, 'beam': 8.7, 'height': 4.5}","{'length': 19, 'width': 8.7, 'height': 4.5}",27893.0,2.0,"{'min': 1, 'max': 1}",225.0,Light Fighter,flight-ready,None,transport,Perhaps you're looking for something that offers carrying capacity but has combat capabilities too? The Aurora Marque comes with a pair of Behring-quality lasers and a high quality gun cooler system.,small,30.0,https://robertsspaceindustries.com/pledge/ships/rsi-aurora/Aurora-Mk-I-MR,"[{'title': 'Standard Edition', 'price': 30, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/aurora-mk-i-mr,2026-03-25 17:08:01+00:00,1.0,1,0.0,True,RSI,Roberts Space Industries
5,1,Aurora Mk I CL,aurora-mk-i-cl,"{'length': 19, 'beam': 8, 'height': 4}","{'length': 19, 'width': 8, 'height': 4}",26422.0,6.0,"{'min': 1, 'max': 1}",225.0,Light Freight,flight-ready,None,transport,"Customized for mercantile and trading excursions, the Aurora Clipper is the perfect vessel for aspiring entrepreneurs and seasoned traders alike. Thanks to its expanded cargo capacity, the Clipper ups the ante for personal merchant craft.",small,45.0,https://robertsspaceindustries.com/pledge/ships/rsi-aurora/Aurora-Mk-I-CL,"[{'title': 'Standard Edition', 'price': 45, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/aurora-mk-i-cl,2026-03-25 17:08:00+00:00,1.0,1,0.0,True,RSI,Roberts Space Industries
139,54,Ursa,ursa,"{'length': 7.6, 'beam': 5.5, 'height': 2.2}","{'length': 7.6, 'width': 5.5, 'height': 2.2}",50357.0,0.0,"{'min': 1, 'max': 2}",,Exploration,flight-ready,Available in Alpha 3.0,ground,"Built by RSI specifically for the planetside explorer, the Ursa Rover offers civilians military-grade all-terrain capabilities and stands as the rugged standard in ground-based scouting, mapping and discovery applications.",vehicle,50.0,https://robertsspaceindustries.com/pledge/ships/ursa/Ursa,"[{'title': 'Standard Edition', 'price': 50, 'available': True, 'imported_at': '2024-01-07T13:54:04.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/ursa,2026-04-21 19:54:59+00:00,1.0,2,1.0,False,RSI,Roberts Space Industries
3,1,Aurora Mk I LX,aurora-mk-i-lx,"{'length': 19, 'beam': 8.7, 'height': 4.5}","{'length': 19, 'width': 8.7, 'height': 4.5}",26736.0,3.0,"{'min': 1, 'max': 1}",225.0,Pathfinder,flight-ready,None,exploration,"Be proud of your roots with the brand-new Aurora Deluxe, built for the discerning pilot who never forgets where he or she came from. The LX features patent leather interior to guarantee comfort for those long stretches in the deep black.",small,35.0,https://robertsspaceindustries.com/pledge/ships/rsi-aurora/Aurora-Mk-I-LX,"[{'title': 'Standard Edition', 'price': 35, 'available': True, 'imported_at': '2024-01-10T00:00:57.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/aurora-mk-i-lx,2026-03-25 17:08:02+00:00,1.0,1,0.0,True,RSI,Roberts Space Industries
11,3,F7C Hornet Mk I,f7c-hornet-mk-i,"{'length': 22.5, 'beam': 21.5, 'height': 6.5}","{'length': 22.5, 'width': 21.5, 'height': 6.5}",74132.0,2.0,"{'min': 1, 'max': 1}",220.0,Medium Fighter,flight-ready,None,combat,"To the enemy, it is a weapon never to be underestimated. To allies, it's a savior. The F7C Hornet is the same dependable and resilient multi-purpose fighter that has become the face of the UEE Navy. The F7C is the foundation to build on and meet whatever requirements you have in mind.",small,125.0,https://robertsspaceindustries.com/pledge/ships/anvil-hornet/F7C-Hornet-Mk-I,"[{'title': 'Standard Edition ', 'price': 110, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}, {'title': 'Standard Edition ', 'price': 125, 'available': True, 'imported_at': '2024-03-15T00:00:30.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/f7c-hornet-mk-i,2025-12-03 22:42:43+00:00,1.0,1,0.0,True,ANVL,Anvil Aerospace
122,3,F7C Hornet Wildfire Mk I,f7c-hornet-wildfire-mk-i,"{'length': 22.5, 'beam': 21.5, 'height': 6.5}","{'length': 22.5, 'width': 21.5, 'height': 6.5}",74132.0,0.0,"{'min': 1, 'max': 1}",220.0,Medium Fighter,flight-ready,None,combat,"Created as part of the ‘Masters of Flight’ series in conjunction with the flight-sim Arena Commander, the Wildfire pays tribute to famed pilot Aria Reilly for her distinguished service with the legendary Squadron 42. This Hornet comes equipped with her own personally selected loadout preferences and a custom special edition livery honoring her iconic ship.
",small,175.0,https://robertsspaceindustries.com/pledge/ships/anvil-hornet/F7C-Hornet-Wildfire-Mk-I,"[{'title': 'Standard Edition ', 'price': 175, 'available': True, 'imported_at': '2024-01-11T00:00:58.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/f7c-hornet-wildfire-mk-i,2025-12-03 22:42:32+00:00,1.0,1,0.0,False,ANVL,Anvil Aerospace
14,3,F7C-R Hornet Tracker Mk I,f7c-r-hornet-tracker-mk-i,"{'length': 22.5, 'beam': 21.5, 'height': 6.5}","{'length': 22.5, 'width': 21.5, 'height': 6.5}",74197.0,0.0,"{'min': 1, 'max': 1}",219.0,Pathfinder,flight-ready,None,combat,"If the Ghost is made to hide, the Tracker is made to seek. The F7C-R Tracker boasts an advanced radar suite making it ideal for deep-space explorers who require depth and accuracy in their scan packages. Local militia and larger merc units will also repurpose Trackers to act as mobile C&amp;C ships for their squadrons.",small,150.0,https://robertsspaceindustries.com/pledge/ships/anvil-hornet/F7C-R-Hornet-Tracker-Mk-I,"[{'title': 'Standard Edition ', 'price': 140, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}, {'title': 'Standard Edition ', 'price': 150, 'available': True, 'imported_at': '2024-03-15T00:00:30.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/f7c-r-hornet-tracker-mk-i,2025-12-03 22:42:40+00:00,1.0,1,0.0,False,ANVL,Anvil Aerospace
9,2,325a,325a,"{'length': 27, 'beam': 17, 'height': 8}","{'length': 27, 'width': 17, 'height': 8}",79324.0,4.0,"{'min': 1, 'max': 1}",260.0,Light Fighter,flight-ready,None,combat,Just because it's a rough galaxy doesn't mean you need to sacrifice your comfort: the 325a can come out on top in any dogfight. The 325a features an advanced weapon payload as well as a custom targeting system designed especially for the 325a by WillsOp.,small,70.0,https://robertsspaceindustries.com/pledge/ships/origin-300/325a,"[{'title': 'Standard Edition', 'price': 70, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/325a,2026-04-21 19:56:36+00:00,1.0,1,0.0,True,ORIG,Origin Jumpworks
15,3,F7C-M Super Hornet Mk I,f7c-m-super-hornet-mk-i,"{'length': 25.5, 'beam': 24, 'height': 6.5}","{'length': 25.5, 'width': 24, 'height': 6.5}",78886.0,0.0,"{'min': 1, 'max': 2}",219.0,Medium Fighter,flight-ready,None,combat,"The closest to the Military load-out as is legally possible for a Civilian model, the F7C-M Super Hornet reattaches the ball turret and offers near milspec parts under the hood. Proving that two heads are better than one, a second seat has been added to split the logistic and combat duty, making the Super Hornet a truly terrifying mark to engage.",small,180.0,https://robertsspaceindustries.com/pledge/ships/anvil-hornet/F7C-M-Super-Hornet-Mk-I,"[{'title': 'Standard Edition', 'price': 185, 'available': True, 'imported_at': '2024-01-11T00:00:57.000000Z'}, {'title': 'Standard Edition', 'price': 180, 'available': True, 'imported_at': '2024-05-24T00:00:34.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/f7c-m-super-hornet-mk-i,2025-12-03 22:42:39+00:00,1.0,2,1.0,False,ANVL,Anvil Aerospace
16,5,Freelancer,freelancer,"{'length': 38, 'beam': 23.5, 'height': 9.5}","{'length': 38, 'width': 23.5, 'height': 9.5}",231696.0,66.0,"{'min': 2, 'max': 4}",197.0,Medium Freight,flight-ready,This ship is in game and ready to fly immediately,transport,"Freelancers are used as long haul merchant ships by major corporations, but they are just as frequently repurposed as dedicated exploration vessels by independent captains who want to operate on the fringes of the galaxy.",medium,110.0,https://robertsspaceindustries.com/pledge/ships/misc-freelancer/Freelancer,"[{'title': 'Warbond Edition', 'price': 100, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}, {'title': 'Standard Edition', 'price': 110, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/freelancer,2025-12-03 22:18:35+00:00,2.0,4,2.0,True,MISC,MISC
46,4,Constellation Taurus,constellation-taurus,"{'length': 61, 'beam': 26, 'height': 14}","{'length': 61, 'width': 26, 'height': 14}",427001.0,174.0,"{'min': 3, 'max': 4}",180.0,Medium Freight,flight-ready,None,transport,"Enjoy the adventure of a multi-crew Constellation on a budget! The Constellation Taurus is a dedicated freighter. Fully configurable but without all the bells-and-whistles, the Taurus is a great way to get started with crewed ships.",large,200.0,https://robertsspaceindustries.com/pledge/ships/rsi-constellation/Constellation-Taurus,"[{'title': 'Standard Edition', 'price': 150, 'available': True, 'imported_at': '2024-01-07T13:54:03.000000Z'}, {'title': 'Standard Edition', 'price': 200, 'available': True, 'imported_at': '2024-01-07T13:54:03.000000Z'}, {'title': 'Warbond Edition', 'price': 185, 'available': True, 'imported_at': '2024-01-10T00:00:57.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 200, 'available': True, 'imported_at': '2025-01-08T00:01:06.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 200, 'available': True, 'imported_at': '2025-01-08T00:01:06.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/constellation-taurus,2026-04-21 19:55:04+00:00,3.0,4,1.0,True,RSI,Roberts Space Industries
49,4,Constellation Phoenix,constellation-phoenix,"{'length': 61, 'beam': 26, 'height': 14}","{'length': 61, 'width': 26, 'height': 14}",427001.0,80.0,"{'min': 3, 'max': 4}",185.0,Luxury Touring,flight-ready,None,exploration,"A dedicated luxury spacecraft for the discerning star captain. The Constellation Phoenix can be operated as an organization command ship and features a luxurious redesigned interior. 

The Phoenix comes with a Lynx rover and a Kruger P-72 Archimedes Fighter",large,350.0,https://robertsspaceindustries.com/pledge/ships/rsi-constellation/Constellation-Phoenix,[],P-72 Archimedes,https://api.star-citizen.wiki/api/shipmatrix/vehicles/constellation-phoenix,2026-04-27 17:22:38+00:00,3.0,4,1.0,True,RSI,Roberts Space Industries
31,5,Freelancer DUR,freelancer-dur,"{'length': 38, 'beam': 23.5, 'height': 9.5}","{'length': 38, 'width': 23.5, 'height': 9.5}",234718.0,36.0,"{'min': 2, 'max': 4}",200.0,Expedition,flight-ready,None,exploration,"The Freelancer DUR variant specializes in exploration. Sacrificing some of the cargo capacity of the standard Freelancer for an enhanced jump drive, a more advanced scanner, and an expanded fuel tank may seem like a bad call to some, but those who value discovery over profit will find it to be their ship of choice.",medium,135.0,https://robertsspaceindustries.com/pledge/ships/misc-freelancer/Freelancer-DUR,"[{'title': 'Standard Edition', 'price': 135, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/freelancer-dur,2025-12-03 22:18:33+00:00,2.0,4,2.0,True,MISC,MISC
32,5,Freelancer MAX,freelancer-max,"{'length': 38, 'beam': 36, 'height': 9.5}","{'length': 38, 'width': 36, 'height': 9.5}",360208.0,120.0,"{'min': 2, 'max': 4}",195.0,Medium Freight,flight-ready,None,transport,"The Freelancer MAX variant is for those who prize increased cargo capacity over everything else. Combine that additional storage with MISC’s unrivaled dependability and reputation, and you can see why the MAX is the preferred transport for many independent haulers in Empire today.",medium,150.0,https://robertsspaceindustries.com/pledge/ships/misc-freelancer/Freelancer-MAX,"[{'title': 'Standard Edition', 'price': 150, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}, {'title': 'Warbond Edition', 'price': 140, 'available': True, 'imported_at': '2024-08-30T00:01:12.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/freelancer-max,2025-12-03 22:18:32+00:00,2.0,4,2.0,True,MISC,MISC
300,46,Prowler Utility,prowler-utility,"{'length': 34, 'beam': 32, 'height': 15}","{'length': 34, 'width': 32, 'height': 15}",171700.0,32.0,"{'min': 1, 'max': 2}",208.0,Cargo,flight-ready,None,transport,"The Prowler Utility: Like the original Prowler, the Utility embraces the alien design of the infamous Tevarin ship entrusted to Esperia decades ago. However, its 32-SCU cargo hold and integrated tractor beam make this variant as practical for hauling as it is visually striking. ",medium,300.0,https://robertsspaceindustries.com/pledge/ships/prowler/Prowler-Utility,"[{'title': 'Warbond Edition', 'price': 275, 'available': True, 'imported_at': '2025-06-14T00:01:17.000000Z'}, {'title': 'Standard Edition', 'price': 300, 'available': True, 'imported_at': '2025-06-14T00:01:17.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/prowler-utility,2025-12-03 22:38:16+00:00,1.0,2,1.0,True,ESPR,Esperia
58,6,Cutlass Blue,cutlass-blue,"{'length': 36, 'beam': 26, 'height': 14}","{'length': 36, 'width': 26, 'height': 14}",226700.0,12.0,"{'min': 2, 'max': 3}",220.0,Interdiction,flight-ready,None,combat,"Sleek, mean, and royal. The Cutlass Blue adds missiles, a more aggressive engine, and Durasteel holding cells in the cargo bay to the standard model. The Cutlass Blue is the outworld militia standard ship of choice for patrols.",medium,175.0,https://robertsspaceindustries.com/pledge/ships/drake-cutlass/Cutlass-Blue,"[{'title': 'Standard Edition', 'price': 175, 'available': True, 'imported_at': '2024-01-10T00:00:57.000000Z'}, {'title': 'Warbond Edition', 'price': 165, 'available': True, 'imported_at': '2024-12-03T00:01:03.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 175, 'available': True, 'imported_at': '2026-04-08T00:00:22.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/cutlass-blue,2026-04-21 19:52:00+00:00,2.0,3,1.0,True,DRAK,Drake Interplanetary
22,9,M50,m50,"{'length': 11, 'beam': 10, 'height': 3}","{'length': 11, 'width': 10, 'height': 3}",10552.0,0.0,"{'min': 1, 'max': 1}",280.0,Racing,flight-ready,None,competition,"If you want to get from point A to point B as quickly as possible and with as much style as possible then ORIGIN's M50 is for you. Featuring supercharged engines that counter a tiny weapons loadout, the M50 goes extremely fast and looks incredibly good doing it. As Origin’s premier racing chassis, you shouldn’t expect anything less.",small,100.0,https://robertsspaceindustries.com/pledge/ships/origin-m50/M50,"[{'title': 'Standard Edition', 'price': 100, 'available': True, 'imported_at': '2024-01-10T00:00:57.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/m50,2025-12-03 22:22:40+00:00,1.0,1,0.0,False,ORIG,Origin Jumpworks
124,7,Avenger Titan Renegade,avenger-titan-renegade,"{'length': 22.5, 'beam': 16.5, 'height': 5.5}","{'length': 22.5, 'width': 16.5, 'height': 5.5}",50735.0,8.0,"{'min': 1, 'max': 1}",260.0,Light Freight,flight-ready,None,transport,"Created as part of the ‘Masters of Flight’ series in conjunction with the flight-sim Arena Commander, the Renegade pays tribute to famed pilot Danny Solomon for his notable work with the Advocacy to bring justice to Bremen. This Avenger Titan comes equipped with a specialized dogfighting-focused loadout and a special-edition livery honoring this iconic ship.
",small,75.0,https://robertsspaceindustries.com/pledge/ships/aegis-avenger/Avenger-Titan-Renegade,"[{'title': 'Standard Edition', 'price': 75, 'available': True, 'imported_at': '2024-01-10T00:00:58.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/avenger-titan-renegade,2026-04-21 20:03:33+00:00,1.0,1,0.0,True,AEGS,Aegis Dynamics
102,7,Avenger Titan,avenger-titan,"{'length': 22.5, 'beam': 16.5, 'height': 5.5}","{'length': 22.5, 'width': 16.5, 'height': 5.5}",50056.0,8.0,"{'min': 1, 'max': 1}",260.0,Light Freight,flight-ready,None,transport,"With extra room in the back, the Titan’s hold is free to carry cargo. Couple that with the Avenger’s tried and true combat abilities and you’ve got a light cargo hauler that’s more than capable of handling itself in a fight.",small,60.0,https://robertsspaceindustries.com/pledge/ships/aegis-avenger/Avenger-Titan,"[{'title': 'Avenger Titan Holiday Upgrade', 'price': 60, 'available': True, 'imported_at': '2024-01-07T13:54:03.000000Z'}, {'title': 'Standard Edition', 'price': 60, 'available': True, 'imported_at': '2024-01-07T13:54:03.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/avenger-titan,2026-04-21 20:03:37+00:00,1.0,1,0.0,True,AEGS,Aegis Dynamics
88,10,Starfarer,starfarer,"{'length': 101, 'beam': 46.5, 'height': 23.5}","{'length': 101, 'width': 46.5, 'height': 23.5}",3555606.0,291.0,"{'min': 4, 'max': 8}",106.0,Heavy Refuelling,flight-ready,None,support,"The Starfarer differs from traditional bulk freighters in one key way: it is a dedicated fuel platform. The Starfarer is designed not only to load, store and protect fuel stasis units, it is designed to take in spaceborne gases and refine them for use without landing. And while it excels at this, the Starfarer can also be used to ferry traditional bulk cargo pods. The listed Cargo Capacity is only for the dedicated Cargo Room and does not account for the extra space available from the bulk cargo pods.",large,300.0,https://robertsspaceindustries.com/pledge/ships/misc-starfarer/Starfarer,"[{'title': 'Standard Edition', 'price': 300, 'available': True, 'imported_at': '2024-01-10T00:00:58.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 300, 'available': True, 'imported_at': '2024-12-04T00:01:34.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/starfarer,2025-12-03 22:23:10+00:00,4.0,8,4.0,True,MISC,MISC
125,11,Caterpillar Pirate Edition,caterpillar-pirate-edition,"{'length': 111.5, 'beam': 30, 'height': 13.5}","{'length': 111.5, 'width': 30, 'height': 13.5}",1660063.0,576.0,"{'min': 2, 'max': 4}",130.0,Heavy Freight,flight-ready,None,transport,"Drake maintains that the Caterpillar, a sprawling, modular spacecraft which appears at least somewhat like its namesake, is for legitimate commerce and extended search and rescue missions... but this special livery seems to suggest otherwise.",large,330.0,https://robertsspaceindustries.com/pledge/ships/drake-caterpillar/Caterpillar-Pirate-Edition,[],,https://api.star-citizen.wiki/api/shipmatrix/vehicles/caterpillar-pirate-edition,2025-09-05 14:33:09+00:00,2.0,4,2.0,True,DRAK,Drake Interplanetary
132,52,Nox Kue,nox-kue,"{'length': 5.5, 'beam': 1.5, 'height': 1.5}","{'length': 5.5, 'width': 1.5, 'height': 1.5}",4230.0,0.0,"{'min': 1, 'max': 1}",225.0,Racing,flight-ready,None,competition,"Deriving its name from the Xi’an word for ‘thrust,’ the Nox Kue delivers that and more. This limited version of the open-canopy racer features a stunning brushed-silver finish and was specifically created to celebrate the inaugural sale of the first Nox for Human riders.
",snub,45.0,https://robertsspaceindustries.com/pledge/ships/nox/Nox-Kue,[],,https://api.star-citizen.wiki/api/shipmatrix/vehicles/nox-kue,2025-12-03 22:40:57+00:00,1.0,1,0.0,False,XNAA,Aopoa
24,11,Caterpillar,caterpillar,"{'length': 111.5, 'beam': 39, 'height': 13.5}","{'length': 111.5, 'width': 39, 'height': 13.5}",1660063.0,576.0,"{'min': 2, 'max': 4}",130.0,Heavy Freight,flight-ready,Hull concept complete,transport,"First introduced in 2871, Drake Interplanetary’s Caterpillar has long proven to be a reliable, cost-effective multi-role vessel, capable of being outfitted for everything from mercantile operations to combat support. Long hailed as a hard-fought alternative to the ubiquitous Hull series, the Caterpillar is a freighter that doesn’t skimp on weaponry or customization.",large,330.0,https://robertsspaceindustries.com/pledge/ships/drake-caterpillar/Caterpillar,"[{'title': 'Standard Edition', 'price': 295, 'available': True, 'imported_at': '2024-01-07T13:54:02.000000Z'}, {'title': 'Standard Edition', 'price': 330, 'available': True, 'imported_at': '2024-01-10T00:00:57.000000Z'}, {'title': 'Warbond Edition', 'price': 300, 'available': True, 'imported_at': '2024-05-26T00:00:25.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 330, 'available': True, 'imported_at': '2025-07-02T00:00:16.000000Z'}]",Buccaneer,https://api.star-citizen.wiki/api/shipmatrix/vehicles/caterpillar,2026-04-21 19:52:04+00:00,2.0,4,2.0,True,DRAK,Drake Interplanetary
72,12,Retaliator Bomber,retaliator-bomber,"{'length': 69.5, 'beam': 42.5, 'height': 12.5}","{'length': 69.5, 'width': 42.5, 'height': 12.5}",300392.0,0.0,"{'min': 4, 'max': 7}",145.0,Heavy Bomber,flight-ready,This ship is in game and ready to fly immediately,combat,"The Aegis Dynamics’ Retaliator has landed! One of the United Empire of Earth’s most powerful warbirds, the Retaliator was designed as a fearsome weapons platform designed to strike and kill capital ships. A key portion of the UEE’s power projection, Retaliator squadrons have served with distinction against outlaws, the Vanduul and elsewhere. This version of the Retaliator includes the bomb bay and torpedo launcher.",large,275.0,https://robertsspaceindustries.com/pledge/ships/aegis-retaliator/Retaliator-Bomber,"[{'title': 'Standard Edition', 'price': 275, 'available': True, 'imported_at': '2024-01-10T00:00:58.000000Z'}]",Gladiator,https://api.star-citizen.wiki/api/shipmatrix/vehicles/retaliator-bomber,2024-05-16 22:28:12+00:00,4.0,7,3.0,False,AEGS,Aegis Dynamics
92,15,P-52 Merlin,p-52-merlin,"{'length': 12, 'beam': 7.7, 'height': 2}","{'length': 12, 'width': 7.7, 'height': 2}",8909.0,0.0,"{'min': 1, 'max': 1}",280.0,Snub Fighter,flight-ready,None,combat,"Originally designed to pair with the RSI Constellation, the P-52 Merlin is now available to all pilots! A dedicated parasite fighter, the Merlin is designed to be transported from place to place aboard a larger ship. Boasting a centerline Gatling cannon and a Lightning Power engine, the Merlin is a fast, maneuverable ship that packs a surprising punch! Ideal for racing, local reconnaissance and fast combat.",snub,25.0,https://robertsspaceindustries.com/pledge/ships/p52-merlin/P-52-Merlin,"[{'title': 'Standard Edition', 'price': 25, 'available': True, 'imported_at': '2024-01-10T00:00:58.000000Z'}]",,https://api.star-citizen.wiki/api/shipmatrix/vehicles/p-52-merlin,2025-12-03 22:35:44+00:00,1.0,1,0.0,False,KRIG,Kruger Intergalactic
